mutation_type	count
non-clustered|DEL|>10Mb	5
non-clustered|DEL|1-10kb	24
non-clustered|DEL|10-100kb	22
non-clustered|DEL|100kb-1Mb	9
non-clustered|DEL|1Mb-10Mb	8
non-clustered|DUP|>10Mb	2
non-clustered|DUP|1-10kb	11
non-clustered|DUP|10-100kb	18
non-clustered|DUP|100kb-1Mb	12
non-clustered|DUP|1Mb-10Mb	2
non-clustered|INV|>10Mb	7
non-clustered|INV|1-10kb	8
non-clustered|INV|10-100kb	20
non-clustered|INV|100kb-1Mb	12
non-clustered|INV|1Mb-10Mb	19
non-clustered|TRA|	142
clustered|DEL|1-10kb	0
clustered|DEL|10-100kb	0
clustered|DEL|100kb-1Mb	0
clustered|DEL|1Mb-10Mb	0
clustered|DEL|>10Mb	0
clustered|DUP|1-10kb	0
clustered|DUP|10-100kb	0
clustered|DUP|100kb-1Mb	0
clustered|DUP|1Mb-10Mb	0
clustered|DUP|>10Mb	0
clustered|INV|1-10kb	0
clustered|INV|10-100kb	0
clustered|INV|100kb-1Mb	0
clustered|INV|1Mb-10Mb	0
clustered|INV|>10Mb	0
clustered|TRA|	0
