mutation_type	count
non-clustered|DEL|>10Mb	4
non-clustered|DEL|1-10kb	45
non-clustered|DEL|10-100kb	32
non-clustered|DEL|100kb-1Mb	25
non-clustered|DEL|1Mb-10Mb	13
non-clustered|DUP|>10Mb	4
non-clustered|DUP|1-10kb	18
non-clustered|DUP|10-100kb	39
non-clustered|DUP|100kb-1Mb	29
non-clustered|DUP|1Mb-10Mb	14
non-clustered|INV|>10Mb	14
non-clustered|INV|1-10kb	12
non-clustered|INV|10-100kb	15
non-clustered|INV|100kb-1Mb	24
non-clustered|INV|1Mb-10Mb	32
non-clustered|TRA|	258
clustered|DEL|1-10kb	2
clustered|DEL|10-100kb	5
clustered|DEL|100kb-1Mb	3
clustered|DEL|1Mb-10Mb	1
clustered|DUP|1-10kb	2
clustered|DUP|10-100kb	2
clustered|DUP|100kb-1Mb	6
clustered|DUP|1Mb-10Mb	3
clustered|INV|10-100kb	1
clustered|INV|100kb-1Mb	6
clustered|INV|1Mb-10Mb	3
clustered|TRA|	9
clustered|DEL|>10Mb	0
clustered|DUP|>10Mb	0
clustered|INV|1-10kb	0
clustered|INV|>10Mb	0
