mutation_type	count
non-clustered|DEL|>10Mb	4
non-clustered|DEL|1-10kb	22
non-clustered|DEL|10-100kb	16
non-clustered|DEL|100kb-1Mb	13
non-clustered|DEL|1Mb-10Mb	12
non-clustered|DUP|>10Mb	3
non-clustered|DUP|1-10kb	11
non-clustered|DUP|10-100kb	15
non-clustered|DUP|100kb-1Mb	13
non-clustered|DUP|1Mb-10Mb	9
non-clustered|INV|>10Mb	2
non-clustered|INV|1-10kb	7
non-clustered|INV|10-100kb	11
non-clustered|INV|100kb-1Mb	16
non-clustered|INV|1Mb-10Mb	21
non-clustered|TRA|	137
clustered|DEL|1-10kb	2
clustered|DEL|10-100kb	2
clustered|DEL|100kb-1Mb	6
clustered|DUP|1-10kb	1
clustered|DUP|10-100kb	3
clustered|DUP|100kb-1Mb	3
clustered|DUP|1Mb-10Mb	1
clustered|INV|100kb-1Mb	1
clustered|INV|1Mb-10Mb	1
clustered|TRA|	2
clustered|DEL|1Mb-10Mb	0
clustered|DEL|>10Mb	0
clustered|DUP|>10Mb	0
clustered|INV|1-10kb	0
clustered|INV|10-100kb	0
clustered|INV|>10Mb	0
