mutation_type	count
non-clustered|DEL|>10Mb	6
non-clustered|DEL|1-10kb	23
non-clustered|DEL|10-100kb	19
non-clustered|DEL|100kb-1Mb	14
non-clustered|DEL|1Mb-10Mb	13
non-clustered|DUP|>10Mb	3
non-clustered|DUP|1-10kb	10
non-clustered|DUP|10-100kb	22
non-clustered|DUP|100kb-1Mb	18
non-clustered|DUP|1Mb-10Mb	11
non-clustered|INV|>10Mb	9
non-clustered|INV|1-10kb	9
non-clustered|INV|10-100kb	10
non-clustered|INV|100kb-1Mb	15
non-clustered|INV|1Mb-10Mb	22
non-clustered|TRA|	188
clustered|DEL|1-10kb	0
clustered|DEL|10-100kb	0
clustered|DEL|100kb-1Mb	0
clustered|DEL|1Mb-10Mb	0
clustered|DEL|>10Mb	0
clustered|DUP|1-10kb	0
clustered|DUP|10-100kb	0
clustered|DUP|100kb-1Mb	0
clustered|DUP|1Mb-10Mb	0
clustered|DUP|>10Mb	0
clustered|INV|1-10kb	0
clustered|INV|10-100kb	0
clustered|INV|100kb-1Mb	0
clustered|INV|1Mb-10Mb	0
clustered|INV|>10Mb	0
clustered|TRA|	0
