mutation_type	count
non-clustered|DEL|>10Mb	4
non-clustered|DEL|1-10kb	19
non-clustered|DEL|10-100kb	10
non-clustered|DEL|100kb-1Mb	8
non-clustered|DEL|1Mb-10Mb	6
non-clustered|DUP|>10Mb	3
non-clustered|DUP|1-10kb	9
non-clustered|DUP|10-100kb	8
non-clustered|DUP|100kb-1Mb	10
non-clustered|DUP|1Mb-10Mb	7
non-clustered|INV|>10Mb	2
non-clustered|INV|1-10kb	7
non-clustered|INV|10-100kb	9
non-clustered|INV|100kb-1Mb	10
non-clustered|INV|1Mb-10Mb	20
non-clustered|TRA|	123
clustered|DEL|10-100kb	2
clustered|DEL|100kb-1Mb	1
clustered|DUP|10-100kb	2
clustered|DEL|1-10kb	0
clustered|DEL|1Mb-10Mb	0
clustered|DEL|>10Mb	0
clustered|DUP|1-10kb	0
clustered|DUP|100kb-1Mb	0
clustered|DUP|1Mb-10Mb	0
clustered|DUP|>10Mb	0
clustered|INV|1-10kb	0
clustered|INV|10-100kb	0
clustered|INV|100kb-1Mb	0
clustered|INV|1Mb-10Mb	0
clustered|INV|>10Mb	0
clustered|TRA|	0
