mutation_type	count
non-clustered|DEL|>10Mb	2
non-clustered|DEL|1-10kb	29
non-clustered|DEL|10-100kb	16
non-clustered|DEL|100kb-1Mb	16
non-clustered|DEL|1Mb-10Mb	8
non-clustered|DUP|>10Mb	3
non-clustered|DUP|1-10kb	12
non-clustered|DUP|10-100kb	23
non-clustered|DUP|100kb-1Mb	7
non-clustered|DUP|1Mb-10Mb	6
non-clustered|INV|>10Mb	10
non-clustered|INV|1-10kb	4
non-clustered|INV|10-100kb	9
non-clustered|INV|100kb-1Mb	21
non-clustered|INV|1Mb-10Mb	19
non-clustered|TRA|	140
clustered|DEL|1-10kb	5
clustered|DEL|10-100kb	4
clustered|DEL|100kb-1Mb	3
clustered|DEL|1Mb-10Mb	2
clustered|DUP|1-10kb	3
clustered|DUP|10-100kb	5
clustered|DUP|100kb-1Mb	4
clustered|DUP|1Mb-10Mb	2
clustered|INV|1Mb-10Mb	1
clustered|TRA|	7
clustered|DEL|>10Mb	0
clustered|DUP|>10Mb	0
clustered|INV|1-10kb	0
clustered|INV|10-100kb	0
clustered|INV|100kb-1Mb	0
clustered|INV|>10Mb	0
