mutation_type	count
non-clustered|DEL|>10Mb	8
non-clustered|DEL|1-10kb	18
non-clustered|DEL|10-100kb	29
non-clustered|DEL|100kb-1Mb	18
non-clustered|DEL|1Mb-10Mb	8
non-clustered|DUP|>10Mb	4
non-clustered|DUP|1-10kb	9
non-clustered|DUP|10-100kb	19
non-clustered|DUP|100kb-1Mb	17
non-clustered|DUP|1Mb-10Mb	9
non-clustered|INV|>10Mb	8
non-clustered|INV|1-10kb	6
non-clustered|INV|10-100kb	20
non-clustered|INV|100kb-1Mb	18
non-clustered|INV|1Mb-10Mb	14
non-clustered|TRA|	176
clustered|DEL|1-10kb	2
clustered|DEL|100kb-1Mb	1
clustered|DUP|1-10kb	1
clustered|DUP|100kb-1Mb	3
clustered|DUP|1Mb-10Mb	1
clustered|INV|100kb-1Mb	3
clustered|TRA|	2
clustered|DEL|10-100kb	0
clustered|DEL|1Mb-10Mb	0
clustered|DEL|>10Mb	0
clustered|DUP|10-100kb	0
clustered|DUP|>10Mb	0
clustered|INV|1-10kb	0
clustered|INV|10-100kb	0
clustered|INV|1Mb-10Mb	0
clustered|INV|>10Mb	0
